"name","cuisine1","cuisine2","cuisine3","vegetarian","address","phone","url","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","price","opentable","menupages"
"Phoenix Garden","Chinese",,,,"242 E 40th Street, New York, NY 10016-1732","212 983-6666  ","http://www.thephoenixgarden.com/","11:30 AM - 9:45 PM","11:30 AM - 9:45 PM","11:30 AM - 9:45 PM","11:30 AM - 9:45 PM","11:30 AM - 9:45 PM","12:30-9:45 PM","12:30-9:45 PM","$-$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/phoenix-garden/menu"
"Pianos","American","Bar Food",,,"158 Ludlow Street, New York, NY 10002","212 505-3733  ","http://pianosnyc.com/","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/pianos/menu"
"Picholine","French","Contemporary",,,"35 W 64th St, New York, NY 10023-6728","212 724-8585  ","http://www.picholinenyc.com/","5:00-10:00 PM","5:00-10:00 PM","5:00-10:00 PM","5:00-10:00 PM","5:00-11:45 PM","5:00-11:45 PM",,"$$$$ ","http://www.opentable.com/picholine","http://newyorkcity.menupages.com/restaurants/picholine/menu"
"Pies 'n' Thighs","American","Southern",,,"166 S 4th St, Brooklyn, New York 11211","347 529-6090  ","http://piesnthighs.com/","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","10:00-12:00 AM","10:00-12:00 AM","$$ ","not found","http://newyorkcity.menupages.com/restaurants/pies-n-thighs/menu"
"Pinche Taqueria","Mexican",,,"x","333 Lafayette Street, New York, NY 10012-2727","212 343-9977  ","http://www.pinchetaqueria.us/","11:00AM - 11:00PM","11:00AM - 11:00PM","11:00AM - 12:00AM","11:00AM - 12:00AM","11:00AM - 4:00AM","11:00AM - 4:00AM","11:00AM - 11:00PM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/pinche-taqueria-2/menu"
"Pipa","Spanish","Tapas",,,"38 East 19th Street, New York, NY 10003","212 677-2233  ","http://www.pipa-nyc.com/","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00 PM - 12:00 AM","11:00-12:00 AM","11:00 AM - 11:00 PM","$$ ","http://www.opentable.com/pipa","http://newyorkcity.menupages.com/restaurants/pipa/menu"
"PJ Clarke's","Bar Food","Hamburgers",,,"915 3rd Avenue, New York, NY 10022-3767","212 317-1616  ","http://www.pjclarkes.com/","11:30-3:00 AM","11:30-3:00 AM","11:30-3:00 AM","11:30-3:00 AM","11:30-3:00 AM","11:30-3:00 AM","11:30-3:00 AM","$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/pj-clarkes/menu"
"Pomodoro Rosso","Italian",,,"x","229 Columbus Avenue, New York, NY 10023-4007","212 721-3009  ","http://www.pastapomodoro.com/","2:00PM - 11:00PM","2:00PM - 11:00PM","2:00PM - 11:00PM","2:00PM - 11:00PM","2:00PM - 11:00PM","2:00PM - 11:00PM","12:00PM - 10:00PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/pomodoro-2/menu"
"Popover Cafe","American",,,,"551 Amsterdam Avenue, New York, NY 10024-2803","212 595-8555  ","http://www.popovercafe.com/","8:00 AM - 10:00 PM","8:00 AM - 10:00 PM","8:00 AM - 10:00 PM","8:00 AM - 10:00 PM","8:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/popover-cafe/menu"
"Porchetta","Italian",,,,"110 East 7th Street, New York, NY 10009-6108","212 777-2151  ","http://www.porchettanyc.com/","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 10:00 PM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/porchetta/menu"
"Porter House New York","Steak",,,,"10 Columbus Circle, New York, NY 10019-1158","212 823-9500  ","http://www.porterhousenewyork.com/","12:00-3:00 PM, 5:00-10:30 PM","12:00-3:00 PM, 5:00-10:30 PM","12:00-3:00 PM, 5:00-10:30 PM","12:00-3:00 PM, 5:00-10:30 PM","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-10:30 PM","$$$$ ","http://www.opentable.com/porter-house-new-york","http://newyorkcity.menupages.com/restaurants/porter-house-new-york/menu"
"Prime Meats","American","Steak",,,"465 Court Street, New York, NY 11231-4010","718 254-0327  ","http://www.frankspm.com/","7:00AM - 1:00AM","7:00AM - 1:00AM","7:00AM - 1:00AM","7:00AM - 2:00AM","7:00AM - 2:00AM","7:00AM - 2:00AM","7:00AM - 1:00AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/prime-meats/menu"
"Prune","American","Contemporary",,,"54 East 1st St, New York, NY 10003-9313","212 677-6221  ","http://www.prunerestaurant.com/","11:30 AM - 3:00 PM, 6:00-11:00 PM","11:30 AM - 3:00 PM, 6:00-11:00 PM","11:30 AM - 3:00 PM, 6:00-11:00 PM","11:30 AM - 3:00 PM, 6:00-11:00 PM","11:30 AM - 3:00 PM, 6:00 PM - 12:00 AM","10:00 AM - 3:30 PM, 6:00 PM - 12:00 AM","10:00 AM - 3:30 PM, 5:00-10:00 PM","$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/prune/menu"
"Public","Contemporary","Fusion",,,"210 Elizabeth Street, New York, NY 10012","212 343-7011  ","http://public-nyc.com/","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00 PM - 12:30 AM","11:00 AM - 3:30 PM, 6:00 PM - 12:00 AM","11:00 AM - 3:30 PM, 6:00-10:30 PM","$$$ ","http://www.opentable.com/public","http://newyorkcity.menupages.com/restaurants/public/menu"
"Pulino's Bar and Pizzeria","Pizza","Italian",,,"282 Bowery, New York, NY 10012-3674","212 226-1966  ","http://www.pulinosny.com/","8:30-2:00 AM","8:30-2:00 AM","8:30-2:00 AM","8:30-2:00 AM","8:30-2:00 AM","10:00-2:00 AM","10:00-12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/pulinos-bar-pizzeria/menu"
"Pure Food and Wine","American","Contemporary",,"x","54 Irving Place, New York, NY 10003-2314","212 477-1010  ","http://www.oneluckyduck.com/purefoodandwine/","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","$$$$ ","http://www.opentable.com/pure-food-and-wine","http://newyorkcity.menupages.com/restaurants/pure-food-and-wine/menu"
"Pylos","Greek",,,,"128 E 7th St, New York, NY 10009-6100","212 473-0220  ","http://www.pylosrestaurant.com/","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","11:30 AM - 4:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 4:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 4:00 PM, 5:00 PM - 1:00 AM","11:30 AM - 4:00 PM, 5:00 PM - 1:00 AM","11:30 AM - 4:00 PM, 5:00 PM - 12:00 AM","$$$ ","http://www.opentable.com/pylos","http://newyorkcity.menupages.com/restaurants/pylos/menu"
"Quality Meats","Steak",,,,"57 W 58th St, New York, NY 10019-1630","212 371-7777  ","http://qualitymeatsnyc.com/","11:30 AM - 3:00 PM, 5:00-10:30 PM","11:30 AM - 3:00 PM, 5:00-10:30 PM","11:30 AM - 3:00 PM, 5:00-10:30 PM","11:30 AM - 3:00 PM, 5:00-11:00 PM","11:30 AM - 3:00 PM, 5:00-11:00 PM","5:00-11:00 PM","5:00-10:00 PM","$$$$ ","http://www.opentable.com/quality-meats","http://newyorkcity.menupages.com/restaurants/quality-meats/menu"
"Quartino","Italian",,,"x","11 Bleecker Street, New York, NY 10012-2402","212 529-5133  ",,"12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","11:00 AM - 10:00 PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/quartino/menu"
"Quinto Quarto","Italian",,,,"14 Bedford St, New York, NY 10014-4771","212 675-9080  ","http://www.quintoquarto.com/index-en.asp","12:00PM - 11:30PM","12:00PM - 11:30PM","12:00PM - 11:30PM","12:00PM - 11:30PM","12:00PM - 12:00AM","11:00AM - 12:00AM","11:00AM - 11:30PM","$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/quinto-quarto/menu"
"Rai Rai Ken","Asian","Japanese",,,"214 East 10th Street, New York, NY 10003","212 477-7030  ",,"12:00 PM - 2:30 AM","12:00 PM - 2:30 AM","12:00 PM - 2:30 AM","12:00 PM - 2:30 AM","12:00 PM - 2:30 AM","12:00 PM - 2:30 AM","12:00-11:30 PM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/rai-rai-ken/menu"
"Ramen Setagaya","Asian","Japanese",,,"34 Saint Marks Place, New York, NY 10003-8035","212 387-7959  ","http://www.setaga-ya.com/","12:00 PM - 12:30 AM","12:00 PM - 12:30 AM","12:00 PM - 12:30 AM","12:00 PM - 12:30 AM","12:00 PM - 1:30 AM","12:00 PM - 1:30 AM","12:00 PM - 12:30 AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/ramen-setagaya-2/menu"
"Raoul's","French",,,,"180 Prince Street, New York, NY 10012-2924","212 966-3518  ","http://raouls.com/","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","$$$ ","http://www.opentable.com/raouls","http://newyorkcity.menupages.com/restaurants/raouls/menu"
"Recette","American",,,,"328 West 12th Street, New York, NY 10014","212 414-3000  ","http://www.recettenyc.com/","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","10:00 AM - 3:30 PM, 5:30 PM - 1:00 AM","10:00 AM - 3:30 PM, 5:30 PM - 1:00 AM","$$$ ","http://www.opentable.com/recette","http://newyorkcity.menupages.com/restaurants/recette/menu"
"Red Egg","Chinese",,,,"202 Centre St, New York, NY 10013-3613","212 966-1123  ","http://www.redeggnyc.com/","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","$$ ","http://www.opentable.com/red-egg","http://newyorkcity.menupages.com/restaurants/red-egg/menu"
"Reservoir","American",,,,"70 University Place, New York, NY 10003","212-598-0055",,"11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/reservoir/menu"
"Resto","European","French",,,"111 East 29th Street, New York, NY 10016","212 685-5585  ","http://www.restonyc.com/","12:00-3:00 PM, 5:00-11:30 PM","12:00-3:00 PM, 5:00-11:30 PM","12:00-3:00 PM, 5:00-11:30 PM","12:00-3:00 PM, 5:00 PM - 1:00 AM","12:00-3:00 PM, 5:00 PM - 1:00 AM","10:30 AM - 3:30 PM, 5:00 PM - 1:00 AM","10:30 AM - 3:30 PM, 5:00-10:30 PM","$$$ ","http://www.opentable.com/resto","http://newyorkcity.menupages.com/restaurants/resto/menu"
"River Cafe","American","Contemporary",,,"1 Water Street, New York, NY 11201-1393","718 522-5200  ","http://www.rivercafe.com/","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","12:00-3:00 PM, 5:30-11:00 PM","$$$$ ","http://www.opentable.com/river-cafe-brooklyn","http://newyorkcity.menupages.com/restaurants/the-river-cafe/"
"Robataya","Asian","Japanese",,,"231 East 9th Street, New York, NY 10003-7536","212 979-9674  ","http://www.robataya-ny.com/","6:00-10:45 PM",,"6:00-10:45 PM","6:00-10:45 PM","6:00-11:45 PM","6:00-11:45 PM","6:00-10:45 PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/robataya-ny/"
"Rosa Mexicano","Mexican",,,"x","1063 1st Avenue, New York, NY 10022-2903","212 753-7407  ","http://www.rosamexicano.com/","5:00-10:30 PM","5:00-11:30 PM","5:00-11:30 PM","5:00-11:30 PM","4:00-11:30 PM","4:00-11:30 PM","4:00-10:30 PM","$$$ ","http://www.opentable.com/rosa-mexicano-first-avenue","http://newyorkcity.menupages.com/restaurants/rosa-mexicano/menu"
"Rouge Tomate","American","Contemporary",,"x","10 East 60th Street, New York, NY 10022","646 237-8977  ","http://www.rougetomatenyc.com/","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","12:00-4:00 PM, 5:30-10:30 PM","$$$ ","http://www.opentable.com/rouge-tomate","http://newyorkcity.menupages.com/restaurants/rouge-tomate/menu"
"Royale","Hamburgers","American",,,"157 Avenue C, New York, New York 10009","212-254-6600","http://royalenyc.com/","4:00 PM - 12:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/royale/menu"
"Rubirosa","Pizza","Italian",,"x","235 Mulberry Street, New York, NY 10012","212 965-0500  ",,,,,,,,,"$$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/rubirosa/menu"
"Ruby's Cafe","Sandwiches","Italian",,,"219 Mulberry Street, New York, NY 10012-5735","212 925-5755  ","http://www.rubyscafe.us/","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00-12:00 AM","9:00-12:00 AM","9:00 AM - 11:00 PM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/rubys/menu"
"Rusty Knot","American","Seafood",,,"425 West Street, New York, NY 10001","212 645-5668  ",,"12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/the-rusty-knot/menu"
"Rye","American",,,,"247 1st Street, Brooklyn, NY 11211","718-218-8047","www.ryerestaurant.com","11:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 12:00 AM","6:00 PM - 12:00 AM","$$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/rye/menu"
"Rye House","American",,,,"11 West 17th Street, New York, NY 10011-5514","212 255-7260  ","http://ryehousenyc.com/","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","$$$ ","http://www.opentable.com/rye-house","http://newyorkcity.menupages.com/restaurants/rye-house/menu"
"Sagaponack","American",,,,"4 West 22nd Street, New York, NY 10010","212 229-2226  ","http://www.sagaponacknyc.com/","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30-12:00 AM","11:00-12:00 AM","11:00 AM - 4:00 PM","$$ ","http://www.opentable.com/sagaponack-bar-and-grill","http://newyorkcity.menupages.com/restaurants/sagaponack-restaurant/"
"Sala 19","Spanish","Tapas",,,"35 West 19th Street, New York, NY 10011","212 229-2300  ","http://www.salaonenine.com/","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30-12:00 AM","11:30-12:00 AM","4:00-10:00 PM","$$ ","http://www.opentable.com/sala-one-nine","http://www.menupages.com/restaurants/sala-one-nine/menu"
"Salume","Sandwiches","Italian",,,"330 West Broadway, New York, NY, 10013","212-226-8111","http://www.salumenewyork.com/","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/salume/menu"
"Saravanaas","Indian",,,"x","81 Lexington Avenue, New York, NY 10010","212 679-0204  ","http://www.saravanabhavan.com/","8:30 AM - 3:00 PM, 5:30-10:00 PM","8:30 AM - 3:00 PM, 5:30-10:00 PM","8:30 AM - 3:00 PM, 5:30-10:00 PM","8:30 AM - 3:00 PM, 5:30-10:00 PM","8:30 AM - 3:00 PM, 5:30-10:00 PM","8:30 AM - 10:30 PM","8:30 AM - 10:30 PM","$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/saravanaas/menu"
"Saul","American","Contemporary",,,"140 Smith Street, NY 11201-6258","718 935-9844  ","http://www.saulrestaurant.com/","5:30-10:00 PM","5:30-10:00 PM","5:30-10:00 PM","5:30-10:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30-10:00 PM","$$$ ","http://www.opentable.com/saul-restaurant","http://www.menupages.com/restaurants/saul/menu"
"Scarpetta","Italian",,,"x","355 West 14th Street, New York, NY 10014-5001","212 691-0555  ","http://www.scottconant.com/restaurants/scarpetta/new-york","5:30-11:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","5:30-10:30 PM","$$$ ","http://www.opentable.com/scarpetta-new-york","http://newyorkcity.menupages.com/restaurants/scarpetta/menu"
"Schiller's Liquor Bar","Contemporary","European",,,"131 Rivington St, New York, 10002","212 260-4555  ","http://www.schillersny.com/","11:00-1:00 AM","11:00-1:00 AM","11:00-1:00 AM","11:00-2:00 AM","10:00-3:00 AM","10:00-3:00 AM","10:00-1:00 AM","$$ ?","not found","http://newyorkcity.menupages.com/restaurants/schillers-liquor-bar/menu"
"Seasonal","European","Contemporary",,,"132 West 58th Street, New York, NY 10019","212 957-5550  ","http://www.seasonalnyc.com/","11:30-12:00 AM","11:30-12:00 AM","11:30-12:00 AM","11:30-12:00 AM","11:30-12:00 AM","11:30-12:00 AM","11:00 AM - 9:00 PM","$$$ ","http://www.opentable.com/seasonal-restaurant-and-weinbar","http://newyorkcity.menupages.com/restaurants/seasonal/menu"
"Seo","Asian","Japanese",,,"249 East 49th Street, New York, NY 10017-1563","212 355-7722  ",,"12:00-2:00 PM, 5:30-10:30 PM","12:00-2:00 PM, 5:30-10:30 PM","12:00-2:00 PM, 5:30-10:30 PM","12:00-2:00 PM, 5:30-10:30 PM","12:00-2:00 PM, 5:30-10:30 PM","5:30-10:30 PM","5:30-10:30 PM","$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/restaurant-seo/menu"
"Sette Enoteca and Cucina","Italian",,,,"207 7th Avenue, NY 11215-3005","718 499-7767  ","http://www.setteparkslope.com/","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30-12:00 AM","11:30-12:00 AM","11:30 AM - 11:00 PM","$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sette-enoteca-e-cucina/menu"
"Sfoglia","Italian",,,,"1402 Lexington Ave, New York, NY 10128-1621","212 831-1402  ","http://www.sfogliarestaurant.com/","5:30-10:30 PM","12:00-2:30 PM, 5:30-10:30 PM","12:00-2:30 PM, 5:30-10:30 PM","12:00-2:30 PM, 5:30-10:30 PM","12:00-2:30 PM, 5:30-10:30 PM","12:00-2:30 PM, 5:30-10:30 PM",,"$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sfoglia/menu"
"Shake Shack","Hamburgers","American",,,"11 Madison Avenue, New York, NY 10010","212-889-6600","http://shakeshack.com/","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","$ ","NOT FOUND","http://www.menupages.com/restaurants/shake-shack/menu"
"Shalezeh","Middle Eastern",,,,"1420 Third Avenue, New York, NY 10028","212 288-0012  ","http://www.shalezeh.com/","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","12:00-11:30 PM","$$ ","http://www.opentable.com/shalezeh","http://newyorkcity.menupages.com/restaurants/shalezeh/menu"
"Shang","Asian","Chinese",,,"187 Orchard St, New York, NY 10002","212 260-7900  ","http://www.shangrestaurant.com/","6:00-11:00 PM","6:00-11:00 PM","6:00-11:00 PM","6:00-11:00 PM","6:00-11:00 PM","6:00-11:00 PM","6:00-11:00 PM","$$$ ","http://www.opentable.com/shang","http://www.menupages.com/restaurants/shang/menu"
"Sho Shaun Hergatt","Contemporary","French",,,"40 Broad St, New York, NY 10004-2315","212 809-3993  ","http://www.shoshaunhergatt.com/","7:00AM - 10:00PM","7:00AM - 10:00PM","7:00AM - 10:00PM","7:00AM - 10:00PM","7:00AM - 10:00PM","5:00PM - 10:00PM",,"$$$$ ","http://www.opentable.com/sho-shaun-hergatt","http://www.menupages.com/restaurants/sho-shaun-hergatt/menu"
"Sigiri","Asian","Sri Lankan",,,"91 1st Avenue, New York, NY 10003-2938","212 614-9333  ","http://www.sigirinyc.com/","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sigiri/menu"
"Sip Sak","Middle Eastern","Turkish",,"x","928 Second Avenue, New York, NY 10022","212 583-1900  ","http://www.orhanyegen.com/sipsak.php","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM",,"$-$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sip-sak/menu"
"Smile (the)","Mediterranean","American",,,"26 Bond Street, New York, NY 10012-2491","646 329-5836  ","http://thesmilenyc.com/","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","8:00-12:00 AM","10:00-12:00 AM","10:00-12:00 AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/the-smile/menu"
"Snack","Greek","Mediterranean",,"x","105 Thompson St, New York, NY 10012-3794","212 925-1040  ","http://snackny.com/","12:00-10:00 PM","12:00-10:00 PM","12:00-10:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-9:00 PM","$-$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/snack/menu"
"Soba - Ya","Asian","Japanese",,"x","229 East 9th Street, New York, NY 10003","212 533-6966  ","http://www.sobaya-nyc.com/","12:00-3:30 PM, 5:30-10:30 PM","12:00-3:30 PM, 5:30-10:30 PM","12:00-3:30 PM, 5:30-10:30 PM","12:00-3:30 PM, 5:30-10:30 PM","12:00-3:30 PM, 5:30-11:00 PM","12:00-3:30 PM, 5:30-11:00 PM","12:00-3:30 PM, 5:30-10:30 PM","$$ ","NOT FOUND","http://www.menupages.com/restaurants/soba-ya/menu"
"Socarrat Paella Bar","Spanish","Tapas",,,"259 West 19th Street, New York, NY 10011","212 462-1000  ","http://www.socarratpaellabar.com/","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-11:00 PM","12:00-3:00 PM, 5:00-11:30 PM","12:00-3:00 PM, 5:00-11:30 PM","12:00-3:00 PM, 5:00-11:30 PM","$$ ","not found","http://newyorkcity.menupages.com/restaurants/socarrat-paella-bar/menu"
"Sorella","Italian",,,,"95 Allen Street, New York, NY 11201","212 274-9595","http://www.sorellanyc.com/","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM",,"$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sorella/menu"
"Soto","Japanese","Asian",,,"357 6th Ave, New York, 10011","212 414-3088  ","http://www.sotonyc.com/","5:45-11:45 PM","5:45-11:45 PM","5:45-11:45 PM","5:45-11:45 PM","5:45-11:45 PM","5:45-11:45 PM",,"$$$$ ","http://www.opentable.com/soto","http://newyorkcity.menupages.com/restaurants/soto/menu"
"Sparks","Steak",,,,"210 East 46th Street, New York, NY 10017-2903","212 687-4855  ","http://sparkssteakhouse.com/","12:00 PM - 1:30 AM","12:00 PM - 1:30 AM","12:00 PM - 1:30 AM","12:00 PM - 1:30 AM","12:00 PM - 1:30 AM","5:00 PM - 1:30 AM",,"$$$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/sparks-steak-house/menu"
"Spice Market","Asian","Fusion",,,"403 W. 13th Street, New York, NY 10014","212 675-2322  ","http://www.spicemarketnewyork.com/","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 1:00 AM","12:00 PM - 1:00 AM","12:00 PM - 1:00 AM","12:00 PM - 12:00 AM","$$$ ","http://www.opentable.com/spice-market-new-york","http://newyorkcity.menupages.com/restaurants/spice-market/menu"
"Spitzers","American","Contemporary",,,"101 Rivington Street, New York, NY 10002-2203","212 228-0027  ","http://www.spitzerscorner.com/","12:00 PM - 3:00 AM","12:00 PM - 3:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","10:00-4:00 AM","10:00-3:00 AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/spitzers-corner/menu"
"Spotted Pig","European","Bar Food",,,"314 West 11th St, New York, NY 10014-2369","212 620-0393  ","http://thespottedpig.com/","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","11:00-2:00 AM","11:00-2:00 AM","$$ ","NOT FOUND","http://newyorkcity.menupages.com/restaurants/the-spotted-pig/menu"
"Sripraphai","Thai","Asian",,"x","6413 39th Avenue, New York, NY 11377-2846","718 899-9599  ","http://www.sripraphairestaurant.com/","11:30 AM - 9:30 PM","11:30 AM - 9:30 PM",,"11:30 AM - 9:30 PM","11:30 AM - 9:30 PM","11:30 AM - 9:30 PM","11:30 AM - 9:30 PM","$-$$ ","NOT FOUND","http://www.sripraphairestaurant.com/menu1.php"
